,token_id,token_meta,token_all_features,Scale,Colors,Spiral,Density,Outlined,Turbulence,Have Margin,Soft Shapes,Shape Angles,Super Blocks,Collision Check
162,78000162,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000162"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000162"",""image"":""https://media.artblocks.io/78000162.png"",""external_url"":""https://artblocks.io/token/78000162"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000162""},""name"":""Fidenza #162"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Small"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""Low"",""Outlined"":""No"",""Turbulence"":""High"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Small""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: Low""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: High""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x561387ac2a05038c827aa4dd16a621a6ef65a6bbeb2fa1283ece9a0f1bc75502"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Small', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'Low', 'Outlined': 'No', 'Turbulence': 'High', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'No Overlap'}",Small,Luxe,No,Low,No,High,Yes,No,Curved,No,No Overlap
163,78000163,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000163"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000163"",""image"":""https://media.artblocks.io/78000163.png"",""external_url"":""https://artblocks.io/token/78000163"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000163""},""name"":""Fidenza #163"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""Yes"",""Turbulence"":""Low"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: Yes""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Low""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xfcac4bdea7a171fe7a333477d31d2771cf88b8c0dbbce445025043a6cda9f526"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'Yes', 'Turbulence': 'Low', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo,Luxe,No,High,Yes,Low,Yes,No,Curved,Yes,No Overlap
164,78000164,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000164"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000164"",""image"":""https://media.artblocks.io/78000164.png"",""external_url"":""https://artblocks.io/token/78000164"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000164""},""name"":""Fidenza #164"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Uniform"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""Medium"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Uniform""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: Medium""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xc5171c575e31e8ec4590dab251691e9b904f14e6aabd87432743d98ad9c456c5"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Uniform', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'Medium', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Uniform,Luxe,No,Medium,No,Med,Yes,No,Curved,Yes,No Overlap
165,78000165,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000165"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000165"",""image"":""https://media.artblocks.io/78000165.png"",""external_url"":""https://artblocks.io/token/78000165"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000165""},""name"":""Fidenza #165"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Golf Socks"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Golf Socks""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x248f85659d52e3d0bfe80d808b45b37bf27f9795255fd72b5d5608cd21ca0621"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Golf Socks', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'No Overlap'}",Jumbo,Golf Socks,No,High,No,Med,Yes,No,Curved,No,No Overlap
166,78000166,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000166"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000166"",""image"":""https://media.artblocks.io/78000166.png"",""external_url"":""https://artblocks.io/token/78000166"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000166""},""name"":""Fidenza #166"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Golf Socks"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Golf Socks""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x68a92063d286ea9f1984e04c4feb554a26388c4338d327338ea3ad0f714d5d04"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Golf Socks', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo,Golf Socks,No,High,No,Med,Yes,No,Curved,Yes,No Overlap
167,78000167,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000167"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000167"",""image"":""https://media.artblocks.io/78000167.png"",""external_url"":""https://artblocks.io/token/78000167"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000167""},""name"":""Fidenza #167"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""No"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xb2b13fe1885bee7927d466a9ce94476bd3c649f1c9a4a75bba7f614e04f44039"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'No', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'No Overlap'}",Jumbo,Luxe,No,High,No,Med,No,No,Curved,No,No Overlap
168,78000168,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000168"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000168"",""image"":""https://media.artblocks.io/78000168.png"",""external_url"":""https://artblocks.io/token/78000168"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000168""},""name"":""Fidenza #168"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Luxe-Derived"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Low"",""Have Margin"":""Yes"",""Soft Shapes"":""Yes"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe-Derived""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Low""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: Yes""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xf98b37c8d66003b739c4519603c1c6967671481c0cdb2bf21b4ea5fd53ac1824"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Luxe-Derived', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Low', 'Have Margin': 'Yes', 'Soft Shapes': 'Yes', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'No Overlap'}",Jumbo,Luxe-Derived,No,High,No,Low,Yes,Yes,Curved,No,No Overlap
169,78000169,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000169"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000169"",""image"":""https://media.artblocks.io/78000169.png"",""external_url"":""https://artblocks.io/token/78000169"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000169""},""name"":""Fidenza #169"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""White Mono"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""None"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: White Mono""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: None""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x97708e6207003a87590cdb440ef9c87d3a1c13adb63d3e9363f5c65fb7394bad"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'White Mono', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'None', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo,White Mono,No,High,No,None,Yes,No,Curved,Yes,No Overlap
170,78000170,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000170"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000170"",""image"":""https://media.artblocks.io/78000170.png"",""external_url"":""https://artblocks.io/token/78000170"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000170""},""name"":""Fidenza #170"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""No"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xec6efa16a7180d862bba3ae89f323a3280fac7d3475a15fd586ca4bfc8f75ef2"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'No', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo,Luxe,No,High,No,Med,No,No,Curved,Yes,No Overlap
171,78000171,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000171"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000171"",""image"":""https://media.artblocks.io/78000171.png"",""external_url"":""https://artblocks.io/token/78000171"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000171""},""name"":""Fidenza #171"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""Yes"",""Turbulence"":""Med"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: Yes""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xacd1679fb17a1ecd6738b3bf390bef951f1d98c191887f80f8b48cebfc6bb811"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'Yes', 'Turbulence': 'Med', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'No Overlap'}",Jumbo,Luxe,No,High,Yes,Med,Yes,No,Curved,No,No Overlap
