,token_id,token_meta,token_all_features,Scale,Colors,Spiral,Density,Outlined,Turbulence,Have Margin,Soft Shapes,Shape Angles,Super Blocks,Collision Check
506,78000506,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000506"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000506"",""image"":""https://media.artblocks.io/78000506.png"",""external_url"":""https://artblocks.io/token/78000506"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000506""},""name"":""Fidenza #506"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Large"",""Colors"":""Rose"",""Spiral"":""No"",""Density"":""Medium"",""Outlined"":""No"",""Turbulence"":""High"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Large""},{""trait_type"":""Fidenza"",""value"":""Colors: Rose""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: Medium""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: High""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x5d3a979bd5e5ebc9def32c7a0571eac17f133c6158f1672fa5d85b73c0ef4822"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Large', 'Colors': 'Rose', 'Spiral': 'No', 'Density': 'Medium', 'Outlined': 'No', 'Turbulence': 'High', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Large,Rose,No,Medium,No,High,Yes,No,Curved,Yes,No Overlap
507,78000507,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000507"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000507"",""image"":""https://media.artblocks.io/78000507.png"",""external_url"":""https://artblocks.io/token/78000507"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000507""},""name"":""Fidenza #507"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""AM"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""No"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: AM""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x9998e84068e27083ea0de3e7b3e5d2c44091313349e9fdaf1d081a2c2176e963"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'AM', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'No', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'No Overlap'}",Jumbo,AM,No,High,No,Med,No,No,Curved,No,No Overlap
508,78000508,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000508"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000508"",""image"":""https://media.artblocks.io/78000508.png"",""external_url"":""https://artblocks.io/token/78000508"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000508""},""name"":""Fidenza #508"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""No"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x7e9072b3c172bc6848a48c3e20af80c0a1d48d9bd21b21024c845eaceaa3bb57"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'No', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo,Luxe,No,High,No,Med,No,No,Curved,Yes,No Overlap
509,78000509,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000509"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000509"",""image"":""https://media.artblocks.io/78000509.png"",""external_url"":""https://artblocks.io/token/78000509"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000509""},""name"":""Fidenza #509"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo XL"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""High AF"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""No"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo XL""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High AF""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xcb0543e2ec2a4d02e3d43ee0244584d7882534df6cac9c0a4ccbf168bb870d27"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo XL', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'High AF', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'No', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo XL,Luxe,No,High AF,No,Med,No,No,Curved,Yes,No Overlap
510,78000510,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000510"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000510"",""image"":""https://media.artblocks.io/78000510.png"",""external_url"":""https://artblocks.io/token/78000510"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000510""},""name"":""Fidenza #510"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Golf Socks"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""High"",""Have Margin"":""No"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Golf Socks""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: High""},{""trait_type"":""Fidenza"",""value"":""Have Margin: No""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x9f7ecdb7f7dbb5718813ac6ac5dbeea2f8b5df869acc049aec44330416227756"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Golf Socks', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'High', 'Have Margin': 'No', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo,Golf Socks,No,High,No,High,No,No,Curved,Yes,No Overlap
511,78000511,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000511"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000511"",""image"":""https://media.artblocks.io/78000511.png"",""external_url"":""https://artblocks.io/token/78000511"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000511""},""name"":""Fidenza #511"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Luxe"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Low"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Luxe""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Low""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xc792b2f82bab4cd03612b68d8b65b248b24f25d59a2f1781a9b83f6733239f00"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Luxe', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Low', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'No Overlap'}",Jumbo,Luxe,No,High,No,Low,Yes,No,Curved,No,No Overlap
512,78000512,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000512"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000512"",""image"":""https://media.artblocks.io/78000512.png"",""external_url"":""https://artblocks.io/token/78000512"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000512""},""name"":""Fidenza #512"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""White Mono"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Low"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""No"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: White Mono""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Low""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: No""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x90345ecd5451946b2ae215d505f7b02bb50cf50dc31a7a1e509d3c4095694a59"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'White Mono', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Low', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'No', 'Collision Check': 'No Overlap'}",Jumbo,White Mono,No,High,No,Low,Yes,No,Curved,No,No Overlap
513,78000513,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000513"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000513"",""image"":""https://media.artblocks.io/78000513.png"",""external_url"":""https://artblocks.io/token/78000513"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000513""},""name"":""Fidenza #513"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Black"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""Yes"",""Turbulence"":""None"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Black""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: Yes""},{""trait_type"":""Fidenza"",""value"":""Turbulence: None""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x7177b23a901c4e36eb165e783782022fdcad53c57f1d01304209bcd60ff7926e"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Black', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'Yes', 'Turbulence': 'None', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo,Black,No,High,Yes,None,Yes,No,Curved,Yes,No Overlap
514,78000514,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000514"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000514"",""image"":""https://media.artblocks.io/78000514.png"",""external_url"":""https://artblocks.io/token/78000514"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000514""},""name"":""Fidenza #514"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""White Mono"",""Spiral"":""Yes"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""Med"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: White Mono""},{""trait_type"":""Fidenza"",""value"":""Spiral: Yes""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: Med""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0x59f2b9f2adb0bf3b474f961ce2edc18c11906ee4e49717b3024bc99a210ff460"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'White Mono', 'Spiral': 'Yes', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'Med', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo,White Mono,Yes,High,No,Med,Yes,No,Curved,Yes,No Overlap
515,78000515,"{""platform"":""Art Blocks Curated"",""tokenID"":""78000515"",""series"":3,""animation_url"":""https://generator.artblocks.io/78000515"",""image"":""https://media.artblocks.io/78000515.png"",""external_url"":""https://artblocks.io/token/78000515"",""aspect_ratio"":0.833333,""payout_address"":""0x6C093Fe8bc59e1e0cAe2Ec10F0B717D3D182056B"",""interactive_nft"":{""version"":""0.0.9"",""code_uri"":""https://generator.artblocks.io/78000515""},""name"":""Fidenza #515"",""artist"":""Tyler Hobbs"",""description"":""Fidenza is by far my most versatile algorithm to date. Although the program stays focused on structured curves and blocks, the varieties of scale, organization, texture, and color usage it can employ create a wide array of generative possibilities."",""script_type"":""p5js"",""project_id"":""78"",""curation_status"":""curated"",""royaltyInfo"":{""artistAddress"":""0x33c9371d25ce44a408f8a6473fbad86bf81e1a17"",""additionalPayee"":""0xa7f65175cb6c300eef56416e2189b138c67247bb"",""additionalPayeePercentage"":""0"",""royaltyFeeByID"":""5""},""collection_name"":""Fidenza by Tyler Hobbs"",""website"":""https://tylerxhobbs.com"",""features"":{""Scale"":""Jumbo"",""Colors"":""Rad"",""Spiral"":""No"",""Density"":""High"",""Outlined"":""No"",""Turbulence"":""High"",""Have Margin"":""Yes"",""Soft Shapes"":""No"",""Shape Angles"":""Curved"",""Super Blocks"":""Yes"",""Collision Check"":""No Overlap""},""traits"":[{""trait_type"":""Fidenza"",""value"":""All Fidenzas""},{""trait_type"":""Fidenza"",""value"":""Scale: Jumbo""},{""trait_type"":""Fidenza"",""value"":""Colors: Rad""},{""trait_type"":""Fidenza"",""value"":""Spiral: No""},{""trait_type"":""Fidenza"",""value"":""Density: High""},{""trait_type"":""Fidenza"",""value"":""Outlined: No""},{""trait_type"":""Fidenza"",""value"":""Turbulence: High""},{""trait_type"":""Fidenza"",""value"":""Have Margin: Yes""},{""trait_type"":""Fidenza"",""value"":""Soft Shapes: No""},{""trait_type"":""Fidenza"",""value"":""Shape Angles: Curved""},{""trait_type"":""Fidenza"",""value"":""Super Blocks: Yes""},{""trait_type"":""Fidenza"",""value"":""Collision Check: No Overlap""}],""token_hash"":""0xb7ec5dd720f874c49148e4ca631f462e6bb83cc61c6be0955831267c4824c4ed"",""is_dynamic"":true,""license"":""Copyright Anticlassic Studios LLC, 2021""}","{'Scale': 'Jumbo', 'Colors': 'Rad', 'Spiral': 'No', 'Density': 'High', 'Outlined': 'No', 'Turbulence': 'High', 'Have Margin': 'Yes', 'Soft Shapes': 'No', 'Shape Angles': 'Curved', 'Super Blocks': 'Yes', 'Collision Check': 'No Overlap'}",Jumbo,Rad,No,High,No,High,Yes,No,Curved,Yes,No Overlap
